"","chapter","word","n"
"14456",30,"bet",1
"14457",30,"bird",1
"14458",30,"blood",1
"14459",30,"boiler",1
"14460",30,"brave",1
"14461",30,"bravely",1
"14462",30,"burned",1
"14463",30,"buzzing",1
"14464",30,"calling",1
"14465",30,"captors",1
"14466",30,"car",1
"14467",30,"carpet",1
"14468",30,"carrying",1
"14469",30,"cars",1
"14470",30,"chances",1
"14471",30,"cheeks",1
"14472",30,"chilled",1
"14473",30,"chosen",1
"14474",30,"clasping",1
"14475",30,"coldly",1
"14476",30,"commander",1
"14477",30,"commanding",1
"14478",30,"companions",1
"14479",30,"company",1
"14480",30,"composure",1
"14481",30,"confessed",1
"14482",30,"confided",1
"14483",30,"confidences",1
"14484",30,"continued",1
"14485",30,"conversation",1
"14486",30,"cost",1
"14487",30,"courage",1
"14488",30,"coursed",1
"14489",30,"covering",1
"14490",30,"crept",1
"14491",30,"cries",1
"14492",30,"dangerous",1
"14493",30,"dangers",1
"14494",30,"dawn",1
"14495",30,"deafening",1
"14496",30,"dear",1
"14497",30,"decidedly",1
"14498",30,"decision",1
"14499",30,"defend",1
"14500",30,"delay",1
"14501",30,"densely",1
"14502",30,"describe",1
"14503",30,"detached",1
"14504",30,"detective’s",1
"14505",30,"difficult",1
"14506",30,"director",1
"14507",30,"disappearing",1
"14508",30,"disc",1
"14509",30,"discouraged",1
"14510",30,"dismal",1
"14511",30,"distress",1
"14512",30,"distributed",1
"14513",30,"divide",1
"14514",30,"dollars",1
"14515",30,"don’t",1
"14516",30,"doom",1
"14517",30,"doubtless",1
"14518",30,"due",1
"14519",30,"easily",1
"14520",30,"eddies",1
"14521",30,"effaced",1
"14522",30,"engaged",1
"14523",30,"entered",1
"14524",30,"escaping",1
"14525",30,"expected",1
"14526",30,"explained",1
"14527",30,"extinguished",1
"14528",30,"eye",1
"14529",30,"eyes",1
"14530",30,"failure",1
"14531",30,"falling",1
"14532",30,"fantastic",1
"14533",30,"fascinated",1
"14534",30,"favour",1
"14535",30,"feet",1
"14536",30,"fell",1
"14537",30,"felled",1
"14538",30,"feverishly",1
"14539",30,"fifty",1
"14540",30,"fight",1
"14541",30,"finally",1
"14542",30,"fists",1
"14543",30,"flesh",1
"14544",30,"flight",1
"14545",30,"folded",1
"14546",30,"folly",1
"14547",30,"footsteps",1
"14548",30,"forebodings",1
"14549",30,"fortune",1
"14550",30,"forward",1
"14551",30,"frank",1
"14552",30,"frenchman",1
"14553",30,"friends",1
"14554",30,"fuel",1
"14555",30,"furnace",1
"14556",30,"game",1
"14557",30,"gazed",1
"14558",30,"generosity",1
"14559",30,"gentleman",1
"14560",30,"glad",1
"14561",30,"greenness",1
"14562",30,"groin",1
"14563",30,"guilty",1
"14564",30,"gunshots",1
"14565",30,"hands",1
"14566",30,"happen",1
"14567",30,"happened",1
"14568",30,"hard",1
"14569",30,"hastened",1
"14570",30,"hear",1
"14571",30,"heart",1
"14572",30,"heated",1
"14573",30,"held",1
"14574",30,"homeward",1
"14575",30,"hoped",1
"14576",30,"hour",1
"14577",30,"hundred",1
"14578",30,"hung",1
"14579",30,"hurried",1
"14580",30,"hurt",1
"14581",30,"idiot",1
"14582",30,"imagination",1
"14583",30,"imagine",1
"14584",30,"impassible",1
"14585",30,"imprint",1
"14586",30,"including",1
"14587",30,"inevitably",1
"14588",30,"influence",1
"14589",30,"injuries",1
"14590",30,"innumerable",1
"14591",30,"insurmountable",1
"14592",30,"intensely",1
"14593",30,"interrupt",1
"14594",30,"interrupted",1
"14595",30,"irresistible",1
"14596",30,"issue",1
"14597",30,"joyful",1
"14598",30,"killed",1
"14599",30,"lapse",1
"14600",30,"larger",1
"14601",30,"late",1
"14602",30,"lecture",1
"14603",30,"left",1
"14604",30,"letting",1
"14605",30,"lieutenants",1
"14606",30,"light",1
"14607",30,"longing",1
"14608",30,"low",1
"14609",30,"lowered",1
"14610",30,"marching",1
"14611",30,"met",1
"14612",30,"mile",1
"14613",30,"mingling",1
"14614",30,"misty",1
"14615",30,"moment",1
"14616",30,"mortally",1
"14617",30,"mounted",1
"14618",30,"moved",1
"14619",30,"muttered",1
"14620",30,"mystery",1
"14621",30,"narrowed",1
"14622",30,"noble",1
"14623",30,"noon",1
"14624",30,"objects",1
"14625",30,"officer",1
"14626",30,"outward",1
"14627",30,"overspread",1
"14628",30,"overtake",1
"14629",30,"owes",1
"14630",30,"pallor",1
"14631",30,"passing",1
"14632",30,"past",1
"14633",30,"peace",1
"14634",30,"peering",1
"14635",30,"perceived",1
"14636",30,"perfect",1
"14637",30,"perish",1
"14638",30,"permitted",1
"14639",30,"persistently",1
"14640",30,"pick",1
"14641",30,"pieces",1
"14642",30,"pierce",1
"14643",30,"pillaging",1
"14644",30,"plain",1
"14645",30,"plentifully",1
"14646",30,"pocket",1
"14647",30,"police",1
"14648",30,"poor",1
"14649",30,"position",1
"14650",30,"preceded",1
"14651",30,"precious",1
"14652",30,"pressure",1
"14653",30,"printed",1
"14654",30,"prisoner",1
"14655",30,"proceeding",1
"14656",30,"promised",1
"14657",30,"pronounced",1
"14658",30,"propose",1
"14659",30,"prospect",1
"14660",30,"protector’s",1
"14661",30,"prudent",1
"14662",30,"pursuing",1
"14663",30,"pursuit",1
"14664",30,"question",1
"14665",30,"ragged",1
"14666",30,"rapidity",1
"14667",30,"reach",1
"14668",30,"reason",1
"14669",30,"reasoned",1
"14670",30,"rebuild",1
"14671",30,"received",1
"14672",30,"recognise",1
"14673",30,"reconnaissance",1
"14674",30,"red",1
"14675",30,"regained",1
"14676",30,"relief",1
"14677",30,"remain",1
"14678",30,"remaining",1
"14679",30,"republican",1
"14680",30,"rescued",1
"14681",30,"resolution",1
"14682",30,"responded",1
"14683",30,"rested",1
"14684",30,"resume",1
"14685",30,"resumed",1
"14686",30,"retired",1
"14687",30,"retreat",1
"14688",30,"returning",1
"14689",30,"reward",1
"14690",30,"risking",1
"14691",30,"river",1
"14692",30,"rose",1
"14693",30,"route",1
"14694",30,"run",1
"14695",30,"running",1
"14696",30,"rushed",1
"14697",30,"sacrifice",1
"14698",30,"sad",1
"14699",30,"safe",1
"14700",30,"sat",1
"14701",30,"saving",1
"14702",30,"scarcely",1
"14703",30,"scratch",1
"14704",30,"seat",1
"14705",30,"send",1
"14706",30,"separated",1
"14707",30,"servant",1
"14708",30,"shadow",1
"14709",30,"shaking",1
"14710",30,"sheet",1
"14711",30,"shortly",1
"14712",30,"signal",1
"14713",30,"simple",1
"14714",30,"single",1
"14715",30,"slackened",1
"14716",30,"sleep",1
"14717",30,"slightly",1
"14718",30,"smoke",1
"14719",30,"snowing",1
"14720",30,"solved",1
"14721",30,"sort",1
"14722",30,"southward",1
"14723",30,"speak",1
"14724",30,"speaking",1
"14725",30,"spite",1
"14726",30,"spoke",1
"14727",30,"spokes",1
"14728",30,"stained",1
"14729",30,"standing",1
"14730",30,"stationary",1
"14731",30,"stay",1
"14732",30,"steamer",1
"14733",30,"stir",1
"14734",30,"storm",1
"14735",30,"struggled",1
"14736",30,"succour",1
"14737",30,"sudden",1
"14738",30,"suffered",1
"14739",30,"sun",1
"14740",30,"suspicions",1
"14741",30,"swoon",1
"14742",30,"teach",1
"14743",30,"telegraph",1
"14744",30,"tempest",1
"14745",30,"tempted",1
"14746",30,"ten",1
"14747",30,"terribly",1
"14748",30,"terrific",1
"14749",30,"that’s",1
"14750",30,"thickest",1
"14751",30,"thinking",1
"14752",30,"thousand",1
"14753",30,"touched",1
"14754",30,"trails",1
"14755",30,"tranquil",1
"14756",30,"trip",1
"14757",30,"troubled",1
"14758",30,"twenty",1
"14759",30,"tyres",1
"14760",30,"uncertainty",1
"14761",30,"unconscious",1
"14762",30,"unfortunate",1
"14763",30,"unprotected",1
"14764",30,"vacancy",1
"14765",30,"vain",1
"14766",30,"valves",1
"14767",30,"vast",1
"14768",30,"verge",1
"14769",30,"visible",1
"14770",30,"volunteers",1
"14771",30,"wait",1
"14772",30,"waited",1
"14773",30,"walked",1
"14774",30,"wander",1
"14775",30,"wandered",1
"14776",30,"wandering",1
"14777",30,"warrant",1
"14778",30,"weather",1
"14779",30,"welcomed",1
"14780",30,"wheels",1
"14781",30,"whistled",1
"14782",30,"whistling",1
"14783",30,"wild",1
"14784",30,"wished",1
"14785",30,"woman",1
"14786",30,"woman’s",1
"14787",30,"won’t",1
"14788",30,"word",1
"14789",30,"world",1
"14790",30,"york",1
"14791",31,"10th",1
"14792",31,"absorbed",1
"14793",31,"added",1
"14794",31,"afraid",1
"14795",31,"agreed",1
"14796",31,"aided",1
"14797",31,"ally",1
"14798",31,"american",1
"14799",31,"antique",1
"14800",31,"appeared",1
"14801",31,"approached",1
"14802",31,"arc",1
"14803",31,"arranged",1
"14804",31,"ascended",1
"14805",31,"atlantic",1
"14806",31,"attached",1
"14807",31,"attacked",1
"14808",31,"attacks",1
"14809",31,"band",1
"14810",31,"bands",1
"14811",31,"bargain",1
"14812",31,"beams",1
"14813",31,"beasts",1
"14814",31,"beautiful",1
"14815",31,"bend",1
"14816",31,"biting",1
"14817",31,"blew",1
"14818",31,"blocked",1
"14819",31,"blowing",1
"14820",31,"bluffs",1
"14821",31,"boat",1
"14822",31,"borders",1
"14823",31,"bow",1
"14824",31,"branch",1
"14825",31,"breaks",1
"14826",31,"built",1
"14827",31,"buoyancy",1
"14828",31,"calm",1
"14829",31,"car",1
"14830",31,"carpet",1
"14831",31,"carried",1
"14832",31,"cars",1
"14833",31,"chances",1
"14834",31,"change",1
"14835",31,"china",1
"14836",31,"chord",1
"14837",31,"city",1
"14838",31,"close",1
"14839",31,"closely",1
"14840",31,"cold",1
"14841",31,"columbus",1
"14842",31,"communication",1
"14843",31,"completed",1
"14844",31,"comprehended",1
"14845",31,"conditions",1
"14846",31,"confessed",1
"14847",31,"confident",1
"14848",31,"connected",1
"14849",31,"conviction",1
"14850",31,"cosily",1
"14851",31,"council",1
"14852",31,"craft",1
"14853",31,"creeks",1
"14854",31,"crossed",1
"14855",31,"crossing",1
"14856",31,"cunard",1
"14857",31,"curious",1
"14858",31,"cutter",1
"14859",31,"daily",1
"14860",31,"danger",1
"14861",31,"davenport",1
"14862",31,"day",1
"14863",31,"decision",1
"14864",31,"delay",1
"14865",31,"delighted",1
"14866",31,"des",1
"14867",31,"descend",1
"14868",31,"deserted",1
"14869",31,"desire",1
"14870",31,"desperate",1
"14871",31,"detective’s",1
"14872",31,"difficult",1
"14873",31,"directed",1
"14874",31,"directly",1
"14875",31,"disappeared",1
"14876",31,"disc",1
"14877",31,"discomforts",1
"14878",31,"duty",1
"14879",31,"earth",1
"14880",31,"east",1
"14881",31,"eastward",1
"14882",31,"equal",1
"14883",31,"ere",1
"14884",31,"escort",1
"14885",31,"estimated",1
"14886",31,"europe",1
"14887",31,"examined",1
"14888",31,"exceedingly",1
"14889",31,"expose",1
"14890",31,"express",1
"14891",31,"extremely",1
"14892",31,"famished",1
"14893",31,"fear",1
"14894",31,"ferocious",1
"14895",31,"fields",1
"14896",31,"fifty",1
"14897",31,"fire",1
"14898",31,"fixed",1
"14899",31,"fix’s",1
"14900",31,"flash",1
"14901",31,"flat",1
"14902",31,"flew",1
"14903",31,"flocks",1
"14904",31,"fly",1
"14905",31,"fogg’s",1
"14906",31,"foot",1
"14907",31,"formed",1
"14908",31,"fortune",1
"14909",31,"forward",1
"14910",31,"found",1
"14911",31,"freezing",1
"14912",31,"fremont",1
"14913",31,"frequently",1
"14914",31,"fresh",1
"14915",31,"furled",1
"14916",31,"furs",1
"14917",31,"gained",1
"14918",31,"gaunt",1
"14919",31,"generously",1
"14920",31,"gentleman",1
"14921",31,"grasp",1
"14922",31,"grasped",1
"14923",31,"ground",1
"14924",31,"guess",1
"14925",31,"guide",1
"14926",31,"half",1
"14927",31,"handsome",1
"14928",31,"haste",1
"14929",31,"hasten",1
"14930",31,"hesitation",1
"14931",31,"hoist",1
"14932",31,"hope",1
"14933",31,"houses",1
"14934",31,"huddled",1
"14935",31,"hudson",1
"14936",31,"hut",1
"14937",31,"illinois",1
"14938",31,"impetus",1
"14939",31,"impossible",1
"14940",31,"indiana",1
"14941",31,"indians",1
"14942",31,"induce",1
"14943",31,"inhaled",1
"14944",31,"instant",1
"14945",31,"instrument",1
"14946",31,"intense",1
"14947",31,"intensified",1
"14948",31,"intently",1
"14949",31,"interrupted",1
"14950",31,"involuntary",1
"14951",31,"iron",1
"14952",31,"jersey",1
"14953",31,"joseph",1
"14954",31,"journeys",1
"14955",31,"jumped",1
"14956",31,"laboriously",1
"14957",31,"land",1
"14958",31,"landmarks",1
"14959",31,"lessening",1
"14960",31,"life",1
"14961",31,"lifted",1
"14962",31,"lightly",1
"14963",31,"limbs",1
"14964",31,"locomotive",1
"14965",31,"lose",1
"14966",31,"lost",1
"14967",31,"lurches",1
"14968",31,"mass",1
"14969",31,"means",1
"14970",31,"melody",1
"14971",31,"method",1
"14972",31,"michigan",1
"14973",31,"midst",1
"14974",31,"mile",1
"14975",31,"mississippi",1
"14976",31,"mist",1
"14977",31,"modified",1
"14978",31,"moines",1
"14979",31,"moment",1
"14980",31,"moving",1
"14981",31,"mudge’s",1
"14982",31,"names",1
"14983",31,"natural",1
"14984",31,"noon",1
"14985",31,"north",1
"14986",31,"numerous",1
"14987",31,"obstacles",1
"14988",31,"octave",1
"14989",31,"ohio",1
"14990",31,"opinion",1
"14991",31,"opportunity",1
"14992",31,"owner",1
"14993",31,"packed",1
"14994",31,"passengers",1
"14995",31,"passes",1
"14996",31,"pennsylvania",1
"14997",31,"persons",1
"14998",31,"phantom",1
"14999",31,"pier",1
"15000",31,"pittsburgh",1
"15001",31,"plain",1
"15002",31,"plains",1
"15003",31,"plaintively",1
"15004",31,"prairies",1
"15005",31,"presentiment",1
"15006",31,"pressure",1
"15007",31,"procured",1
"15008",31,"proper",1
"15009",31,"proudly",1
"15010",31,"provided",1
"15011",31,"purpose",1
"15012",31,"quarter",1
"15013",31,"quarters",1
"15014",31,"raised",1
"15015",31,"rapid",1
"15016",31,"rapidity",1
"15017",31,"rapidly",1
"15018",31,"rascal",1
"15019",31,"rattled",1
"15020",31,"reaching",1
"15021",31,"readily",1
"15022",31,"recovered",1
"15023",31,"red",1
"15024",31,"reflections",1
"15025",31,"regain",1
"15026",31,"regard",1
"15027",31,"regretted",1
"15028",31,"rejected",1
"15029",31,"remembered",1
"15030",31,"replied",1
"15031",31,"reply",1
"15032",31,"rescue",1
"15033",31,"reserve",1
"15034",31,"resolved",1
"15035",31,"resounded",1
"15036",31,"resumed",1
"15037",31,"revolver",1
"15038",31,"reward",1
"15039",31,"rewarded",1
"15040",31,"rigged",1
"15041",31,"risen",1
"15042",31,"risked",1
"15043",31,"roofs",1
"15044",31,"rose",1
"15045",31,"round",1
"15046",31,"ruined",1
"15047",31,"ruins",1
"15048",31,"run",1
"15049",31,"runners",1
"15050",31,"runs",1
"15051",31,"rushing",1
"15052",31,"sacrifice",1
"15053",31,"sailed",1
"15054",31,"saint",1
"15055",31,"schuyler",1
"15056",31,"screen",1
"15057",31,"sea",1
"15058",31,"seaboard",1
"15059",31,"seated",1
"15060",31,"section",1
"15061",31,"separate",1
"15062",31,"separated",1
"15063",31,"served",1
"15064",31,"sets",1
"15065",31,"shaken",1
"15066",31,"sheltered",1
"15067",31,"short",1
"15068",31,"shortening",1
"15069",31,"shrewd",1
"15070",31,"sights",1
"15071",31,"sioux",1
"15072",31,"sir",1
"15073",31,"skeleton",1
"15074",31,"skimming",1
"15075",31,"sledges",1
"15076",31,"slip",1
"15077",31,"sloop",1
"15078",31,"sort",1
"15079",31,"south",1
"15080",31,"spare",1
"15081",31,"speak",1
"15082",31,"spirits",1
"15083",31,"spoken",1
"15084",31,"started",1
"15085",31,"stations",1
"15086",31,"stay",1
"15087",31,"steps",1
"15088",31,"stiffened",1
"15089",31,"streams",1
"15090",31,"streets",1
"15091",31,"stretched",1
"15092",31,"stringed",1
"15093",31,"strong",1
"15094",31,"sun’s",1
"15095",31,"superior",1
"15096",31,"surface",1
"15097",31,"taking",1
"15098",31,"tendency",1
"15099",31,"terminus",1
"15100",31,"terrible",1
"15101",31,"top",1
"15102",31,"towns",1
"15103",31,"tracks",1
"15104",31,"transport",1
"15105",31,"tree",1
"15106",31,"twelve",1
"15107",31,"twisted",1
"15108",31,"uniform",1
"15109",31,"uninhabited",1
"15110",31,"union",1
"15111",31,"unites",1
"15112",31,"unspread",1
"15113",31,"usual",1
"15114",31,"uttered",1
"15115",31,"velocity",1
"15116",31,"vibrated",1
"15117",31,"view",1
"15118",31,"village",1
"15119",31,"violin",1
"15120",31,"walking",1
"15121",31,"warmly",1
"15122",31,"waves",1
"15123",31,"wayne",1
"15124",31,"whilst",1
"15125",31,"whiteness",1
"15126",31,"wild",1
"15127",31,"winter",1
"15128",31,"wishing",1
"15129",31,"woman",1
"15130",31,"words",1
"15131",31,"world",1
"15132",31,"wrapped",1
"15133",32,"14th",1
"15134",32,"21st",1
"15135",32,"abandoned",1
"15136",32,"account",1
"15137",32,"accusations",1
"15138",32,"added",1
"15139",32,"additional",1
"15140",32,"admit",1
"15141",32,"affair",1
"15142",32,"agitation",1
"15143",32,"agreed",1
"15144",32,"anchor",1
"15145",32,"andrew",1
"15146",32,"ascended",1
"15147",32,"avail",1
"15148",32,"await",1
"15149",32,"ballast",1
"15150",32,"balloon",1
"15151",32,"banks",1
"15152",32,"battery",1
"15153",32,"belongs",1
"15154",32,"betray",1
"15155",32,"bills",1
"15156",32,"bitter",1
"15157",32,"boats",1
"15158",32,"bound",1
"15159",32,"bradshaw",1
"15160",32,"briefly",1
"15161",32,"broadway",1
"15162",32,"built",1
"15163",32,"buy",1
"15164",32,"cable’s",1
"15165",32,"capable",1
"15166",32,"cardiff",1
"15167",32,"cargo",1
"15168",32,"carriage",1
"15169",32,"carried",1
"15170",32,"ceased",1
"15171",32,"changing",1
"15172",32,"charges",1
"15173",32,"city",1
"15174",32,"cloud",1
"15175",32,"comfort",1
"15176",32,"company",1
"15177",32,"completely",1
"15178",32,"complexion",1
"15179",32,"conquering",1
"15180",32,"consult",1
"15181",32,"consulting",1
"15182",32,"coolness",1
"15183",32,"copper",1
"15184",32,"cost",1
"15185",32,"counted",1
"15186",32,"crossed",1
"15187",32,"crushed",1
"15188",32,"cunard",1
"15189",32,"daily",1
"15190",32,"days",1
"15191",32,"december",1
"15192",32,"deck",1
"15193",32,"directly",1
"15194",32,"disappointment",1
"15195",32,"disembark",1
"15196",32,"drove",1
"15197",32,"efforts",1
"15198",32,"eleven",1
"15199",32,"engaged",1
"15200",32,"equal",1
"15201",32,"espied",1
"15202",32,"evening",1
"15203",32,"expended",1
"15204",32,"extended",1
"15205",32,"eyes",1
"15206",32,"failed",1
"15207",32,"fastest",1
"15208",32,"fault",1
"15209",32,"ferryboat",1
"15210",32,"fifty",1
"15211",32,"forthwith",1
"15212",32,"forty",1
"15213",32,"french",1
"15214",32,"funnel",1
"15215",32,"gain",1
"15216",32,"gamut",1
"15217",32,"giving",1
"15218",32,"globe",1
"15219",32,"grave",1
"15220",32,"growling",1
"15221",32,"hack",1
"15222",32,"hailed",1
"15223",32,"hair",1
"15224",32,"half",1
"15225",32,"hamburg",1
"15226",32,"handfuls",1
"15227",32,"head",1
"15228",32,"heard",1
"15229",32,"heavy",1
"15230",32,"helping",1
"15231",32,"hong",1
"15232",32,"hours",1
"15233",32,"hulled",1
"15234",32,"hurry",1
"15235",32,"idea",1
"15236",32,"incidents",1
"15237",32,"indemnified",1
"15238",32,"inform",1
"15239",32,"inman",1
"15240",32,"inseparable",1
"15241",32,"instant’s",1
"15242",32,"instructions",1
"15243",32,"iron",1
"15244",32,"jersey",1
"15245",32,"journey",1
"15246",32,"jump",1
"15247",32,"kinds",1
"15248",32,"knots",1
"15249",32,"kong",1
"15250",32,"learned",1
"15251",32,"leave",1
"15252",32,"length",1
"15253",32,"looked",1
"15254",32,"lose",1
"15255",32,"loss",1
"15256",32,"master",1
"15257",32,"means",1
"15258",32,"merchandise",1
"15259",32,"minutes",1
"15260",32,"moored",1
"15261",32,"morrow",1
"15262",32,"movements",1
"15263",32,"neck",1
"15264",32,"night",1
"15265",32,"notice",1
"15266",32,"object",1
"15267",32,"obstacle",1
"15268",32,"obstacles",1
"15269",32,"offer",1
"15270",32,"oxidised",1
"15271",32,"paid",1
"15272",32,"passed",1
"15273",32,"past",1
"15274",32,"path",1
"15275",32,"pereire",1
"15276",32,"performed",1
"15277",32,"period",1
"15278",32,"permit",1
"15279",32,"persons",1
"15280",32,"pier",1
"15281",32,"port",1
"15282",32,"pounds",1
"15283",32,"practice",1
"15284",32,"preparing",1
"15285",32,"proceeded",1
"15286",32,"profoundly",1
"15287",32,"projects",1
"15288",32,"prolonged",1
"15289",32,"puffing",1
"15290",32,"pure",1
"15291",32,"putting",1
"15292",32,"quarters",1
"15293",32,"recalled",1
"15294",32,"red",1
"15295",32,"render",1
"15296",32,"reply",1
"15297",32,"reproach",1
"15298",32,"repugnance",1
"15299",32,"rest",1
"15300",32,"resumed",1
"15301",32,"river",1
"15302",32,"route",1
"15303",32,"ruin",1
"15304",32,"sailing",1
"15305",32,"save",1
"15306",32,"scratch",1
"15307",32,"screw",1
"15308",32,"serve",1
"15309",32,"set",1
"15310",32,"setting",1
"15311",32,"shaped",1
"15312",32,"signals",1
"15313",32,"situation",1
"15314",32,"slept",1
"15315",32,"smoke",1
"15316",32,"smoothed",1
"15317",32,"sort",1
"15318",32,"southampton",1
"15319",32,"speed",1
"15320",32,"spent",1
"15321",32,"spoke",1
"15322",32,"stake",1
"15323",32,"start",1
"15324",32,"steamer",1
"15325",32,"sums",1
"15326",32,"swift",1
"15327",32,"tankadere",1
"15328",32,"thick",1
"15329",32,"thirteen",1
"15330",32,"throw",1
"15331",32,"tide",1
"15332",32,"till",1
"15333",32,"tone",1
"15334",32,"tour",1
"15335",32,"trading",1
"15336",32,"trip",1
"15337",32,"twelve",1
"15338",32,"useless",1
"15339",32,"uttered",1
"15340",32,"valuable",1
"15341",32,"venturesome",1
"15342",32,"vocal",1
"15343",32,"voice",1
"15344",32,"voyage",1
"15345",32,"wager",1
"15346",32,"weigh",1
"15347",32,"wolf",1
"15348",32,"wood",1
"15349",32,"worth",1
"15350",32,"york",1
"15351",33,"12th",1
"15352",33,"13th",1
"15353",33,"16th",1
"15354",33,"18th",1
"15355",33,"19th",1
"15356",33,"20th",1
"15357",33,"abandon",1
"15358",33,"accident",1
"15359",33,"acrobatic",1
"15360",33,"adequate",1
"15361",33,"adopt",1
"15362",33,"adventure",1
"15363",33,"ahead",1
"15364",33,"altogether",1
"15365",33,"american",1
"15366",33,"announced",1
"15367",33,"anon",1
"15368",33,"anxiety",1
"15369",33,"anxious",1
"15370",33,"aouda",1
"15371",33,"appeared",1
"15372",33,"approaching",1
"15373",33,"arrive",1
"15374",33,"arrived",1
"15375",33,"arriving",1
"15376",33,"ascertain",1
"15377",33,"ascertained",1
"15378",33,"ass",1
"15379",33,"astonish",1
"15380",33,"atlantic",1
"15381",33,"atmosphere",1
"15382",33,"attempt",1
"15383",33,"awkwardly",1
"15384",33,"bad",1
"15385",33,"banks",1
"15386",33,"bargain",1
"15387",33,"barometer",1
"15388",33,"beating",1
"15389",33,"belongs",1
"15390",33,"betraying",1
"15391",33,"bills",1
"15392",33,"boats",1
"15393",33,"body",1
"15394",33,"boiled",1
"15395",33,"bold",1
"15396",33,"breeze",1
"15397",33,"bribery",1
"15398",33,"bridge",1
"15399",33,"broke",1
"15400",33,"burned",1
"15401",33,"burst",1
"15402",33,"bursting",1
"15403",33,"cabins",1
"15404",33,"called",1
"15405",33,"calmly",1
"15406",33,"calmness",1
"15407",33,"carried",1
"15408",33,"catch",1
"15409",33,"change",1
"15410",33,"changed",1
"15411",33,"cherished",1
"15412",33,"coast",1
"15413",33,"cold",1
"15414",33,"colloquy",1
"15415",33,"comforted",1
"15416",33,"commanded",1
"15417",33,"commiserate",1
"15418",33,"compliment",1
"15419",33,"comprehend",1
"15420",33,"conclude",1
"15421",33,"confessed",1
"15422",33,"confirmed",1
"15423",33,"confused",1
"15424",33,"conjecture",1
"15425",33,"conquer",1
"15426",33,"conquest",1
"15427",33,"consequences",1
"15428",33,"considered",1
"15429",33,"consigned",1
"15430",33,"constant",1
"15431",33,"count",1
"15432",33,"courageous",1
"15433",33,"create",1
"15434",33,"cross",1
"15435",33,"crossed",1
"15436",33,"dangerous",1
"15437",33,"darkened",1
"15438",33,"dawn",1
"15439",33,"decided",1
"15440",33,"decreasing",1
"15441",33,"deeply",1
"15442",33,"delayed",1
"15443",33,"delays",1
"15444",33,"delighted",1
"15445",33,"demolition",1
"15446",33,"departure",1
"15447",33,"desire",1
"15448",33,"deviate",1
"15449",33,"devils",1
"15450",33,"dexterous",1
"15451",33,"difficult",1
"15452",33,"difficulties",1
"15453",33,"directed",1
"15454",33,"directing",1
"15455",33,"disappeared",1
"15456",33,"disappointed",1
"15457",33,"disdaining",1
"15458",33,"disembarked",1
"15459",33,"distant",1
"15460",33,"distrustful",1
"15461",33,"don’t",1
"15462",33,"dry",1
"15463",33,"duty",1
"15464",33,"earnestly",1
"15465",33,"ears",1
"15466",33,"eastward",1
"15467",33,"edge",1
"15468",33,"effect",1
"15469",33,"eleven",1
"15470",33,"embarked",1
"15471",33,"embarking",1
"15472",33,"enchanted",1
"15473",33,"england",1
"15474",33,"enter",1
"15475",33,"entered",1
"15476",33,"entrance",1
"15477",33,"epithet",1
"15478",33,"esquire",1
"15479",33,"esteem",1
"15480",33,"excessive",1
"15481",33,"exhausted",1
"15482",33,"existed",1
"15483",33,"expended",1
"15484",33,"experienced",1
"15485",33,"exploit",1
"15486",33,"express",1
"15487",33,"eye",1
"15488",33,"failed",1
"15489",33,"falling",1
"15490",33,"false",1
"15491",33,"famous",1
"15492",33,"fastnet",1
"15493",33,"feats",1
"15494",33,"features",1
"15495",33,"feed",1
"15496",33,"filled",1
"15497",33,"finally",1
"15498",33,"fire",1
"15499",33,"fired",1
"15500",33,"fit",1
"15501",33,"fittings",1
"15502",33,"flat",1
"15503",33,"fogs",1
"15504",33,"force",1
"15505",33,"forgot",1
"15506",33,"forgotten",1
"15507",33,"formed",1
"15508",33,"fortune",1
"15509",33,"forty",1
"15510",33,"frames",1
"15511",33,"frequent",1
"15512",33,"fresh",1
"15513",33,"friendships",1
"15514",33,"fright",1
"15515",33,"funnel",1
"15516",33,"furled",1
"15517",33,"gain",1
"15518",33,"gained",1
"15519",33,"gaining",1
"15520",33,"gales",1
"15521",33,"gentleman",1
"15522",33,"gentlemen",1
"15523",33,"giving",1
"15524",33,"glorious",1
"15525",33,"grasped",1
"15526",33,"grave",1
"15527",33,"greatly",1
"15528",33,"grow",1
"15529",33,"growl",1
"15530",33,"grudges",1
"15531",33,"handing",1
"15532",33,"haven’t",1
"15533",33,"headway",1
"15534",33,"hear",1
"15535",33,"heard",1
"15536",33,"heartily",1
"15537",33,"heated",1
"15538",33,"heavy",1
"15539",33,"heel",1
"15540",33,"held",1
"15541",33,"heroes",1
"15542",33,"hewed",1
"15543",33,"he’ll",1
"15544",33,"hoisted",1
"15545",33,"honest",1
"15546",33,"hook",1
"15547",33,"hope",1
"15548",33,"hot",1
"15549",33,"howl",1
"15550",33,"hudson",1
"15551",33,"humiliated",1
"15552",33,"humour",1
"15553",33,"hundred",1
"15554",33,"ifs",1
"15555",33,"ill",1
"15556",33,"imagine",1
"15557",33,"imagined",1
"15558",33,"imparting",1
"15559",33,"impatience",1
"15560",33,"imperturbable",1
"15561",33,"imprisonment",1
"15562",33,"inclined",1
"15563",33,"increased",1
"15564",33,"infected",1
"15565",33,"inspiration",1
"15566",33,"instant",1
"15567",33,"interior",1
"15568",33,"intimacy",1
"15569",33,"invariably",1
